|~名称|~加護|~職業|>|>|>|>|~基本パラメータ|CENTER:~種族|CENTER:~特攻|~装備|~ラ&br;ン&br;ク|~コ&br;ス&br;ト|>|CENTER:~パッシブスキル|CENTER:~リーダー&br;スキル|CENTER:~アシスト&br;スキル|~内政&br;スキル|~スタンス|~備考|h
|ブラッドナイト|土闇|ガーダー|125|40|84|20|4|器騎夜|魔神蟲騎|片手&br;盾|B|15|反撃倍加[9]&br;前進防御&br;防御布陣[30]&br;専守防衛&br;|異常耐性&br;堅守体躯[45]&br;必殺増加[25]&br;十字無効&br;|致命必殺[75]&br;吸血攻撃[10]|パリング[10]||防備|R6-機&br;Lv4蘇生&br;v1.04|
|ＲＧヘラクレス|火|ガーダー|135|63|99|3|7|器|神竜|両手&br;装飾|B|16|防御布陣[24]&br;前進防御&br;反撃倍加[8]&br;異常耐性&br;|専守防衛&br;堅守体躯[50]&br;必殺増加[25]&br;大火炎陣[8]&br;|致命必殺[50]&br;全域無効|特攻防御[5]|工業[12]|防備|R5-革&br;v1.04|
|イズン|光|ガーダー|115|35|105|8|20|女器雷飛超||装飾&br;道具|B|19|防御指揮[10]&br;バリアー[8]&br;器兵支配[25]&br;防御布陣[40]&br;|特攻防御[40]&br;次元障壁[35]&br;堅守体躯[35]&br;専守防衛&br;|側面無効&br;軍団治癒[5]|バリアー[1]|工業[24]|防備|R6-機&br;v1.04|
|フォージデュナミス|光|ガーダー|130|1|100|22|8|女神器飛騎|炎氷雷海|盾&br;装飾|D|23|砲撃結界[35]&br;戦術妨害[50]&br;遠隔無効&br;防御布陣[40]&br;|堅守体躯[50]&br;特攻防御[50]&br;専守防衛&br;異常耐性&br;|至高の盾[50]&br;攻撃弱体[40]|バリアー[1]|工業[16]|防備|R7-運&br;v1.04|
|ファルスデュナミス|光|ガーダー|140|2|140|35|10|女魔器飛騎超|炎氷雷海|盾&br;装飾|E|30|砲撃結界[50]&br;対術結界[50]&br;側面無効&br;防御布陣[80]&br;|堅守体躯[70]&br;特攻防御[70]&br;専守防衛&br;無形体躯[35]&br;|次元障壁[50]&br;範囲無効|バリアー[1]|工業[16]|防備|R8-楽&br;v1.04|
|リビングスタチュー|土|デストロイヤー|110|48|32|1|3|器|雷器|爪&br;鎧|S|5|扇形攻撃&br;必殺増加[25]&br;パリング[25]&br;城壁崩し[50]&br;|堅守体躯[30]&br;全力攻撃[40]&br;器兵活性[6]&br;反撃耐性[50]&br;|必殺耐性[25]&br;兵士運搬|城壁崩し[20]|工業[12]|進撃|R3-巨&br;v1.04|
|センチュリオン|風|デストロイヤー|105|44|42|12|8|女器飛雷|海樹獣|爪&br;鎧|S|6|貫通攻撃&br;雷撃放射[12]&br;自決自爆[40]&br;反撃耐性[35]&br;|全力攻撃[50]&br;夜戦適応&br;自爆障壁[60]&br;奇襲警戒[7]&br;|致命必殺[50]&br;カブト割[25]|城壁崩し[20]|工業[16]|進撃|R3-凶&br;v1.04|
|ブラッドマータ|闇|デストロイヤー|100|55|23|16|3|女器夜|人神樹|斧槍&br;鎧|A|7|防御弱体[16]&br;呪の一撃&br;カブト割[50]&br;自決自爆[50]&br;|城壁崩し[50]&br;防御削減[12]&br;狂奔の牙[10]&br;反撃耐性[40]&br;|全力攻撃[70]&br;異常耐性|致命必殺[15]|魔術[8]|進撃|R3-造&br;v1.04|
|セキュリティロボ|土|デストロイヤー|120|62|44|18|5|器雷|人魔器蟲|射撃&br;装飾|A|8|城壁崩し[100]&br;カブト割[35]&br;貫通攻撃&br;異常耐性&br;|必殺増加[25]&br;奇襲警戒[12]&br;堅守体躯[35]&br;自決自爆[50]&br;|狂戦士化[25]&br;全力攻撃[100]|全力攻撃[5]|工業[8]|進撃|R3-歴&br;v1.04|
|パペッティア|火|デストロイヤー|110|67|25|8|5|女器|飛樹器氷|爪&br;法衣|S|9|十字攻撃&br;城壁崩し[75]&br;自決自爆[55]&br;カブト割[35]&br;|火炎砲弾[6]&br;必殺増加[25]&br;反撃耐性[40]&br;防御削減[15]&br;|火事場力[30]&br;巨人狩り[20]|開幕砲弾[5]|工業[12]|進撃|R3-凶&br;v1.04|
|マグマゴーレム|火土|デストロイヤー|125|56|68|4|6|女器炎|人氷海樹|爪&br;鎧|A|10|扇形攻撃&br;城壁崩し[100]&br;全力攻撃[70]&br;大火炎陣[14]&br;|必殺増加[40]&br;炎霊活性[16]&br;堅守体躯[50]&br;異常耐性&br;|樹霊弱体[20]&br;氷霊弱体[20]|攻撃布陣[10]|魔術[12]|進撃|R4-命&br;v1.04|
|ミミックバーガー|土|デストロイヤー|115|62|50|4|3|魔器樹|人獣魔|獣装&br;装飾|B|12|吸血攻撃[10]&br;貫通攻撃&br;致命必殺[339]&br;無形体躯[25]&br;|奇襲戦法[13]&br;トレハン[24]&br;撃破金運[6]&br;グルメ魂[7]&br;|グルメ魂[7]&br;無効喰い[39]|必殺増加[10]|工業[20]|進撃|R4-命&br;v1.04|
|マシンサウルス|土|デストロイヤー|140|100|75|25|5|器竜雷炎|人魔神|爪&br;獣装|B|15|致命必殺[75]&br;竜鱗守護[85]&br;全域攻撃&br;異常耐性&br;|堅守体躯[35]&br;必殺増加[35]&br;雷撃放射[30]&br;カブト割[25]&br;|全力攻撃[70]&br;狂戦士化[25]|必殺増加[10]|工業[8]|進撃|R5-革&br;v1.04|
|ヨトゥンベルグ|水|デストロイヤー|130|90|80|12|3|器夜|人神器蟲|爪&br;装飾|C|16|十字攻撃&br;兵士運搬&br;カブト割[40]&br;パリング[30]&br;|必殺増加[25]&br;反撃耐性[50]&br;堅守体躯[50]&br;異常耐性&br;|乾坤一擲[75]&br;戦術結界[50]|カブト割[1]||進撃|R6-機&br;v1.04|
|エンブリオアドミラル|光|デストロイヤー|120|89|75|28|20|女器雷飛超|魔神飛超|斧槍&br;鎧|B|17|雷撃砲弾[10]&br;器兵支配[30]&br;必殺増加[35]&br;カブト割[50]&br;|全域攻撃&br;パリング[55]&br;イベイド[55]&br;異常耐性&br;|戦術結界[50]&br;攻撃指揮[25]|開幕砲弾[5]|工業[20]|進撃|R6-機&br;Lv5全↑&br;v1.04|
|フォージケルビム|光|デストロイヤー|130|90|85|65|10|女神器飛獣|魔獣蟲飛|獣装&br;装飾|D|26|城壁構築[300]&br;城壁崩し[300]&br;カブト割[45]&br;全力攻撃[100]&br;|全域攻撃&br;堅守体躯[50]&br;反撃耐性[60]&br;異常耐性&br;|自爆障壁[100]&br;地形無効|側面攻撃[5]|工業[20]|進撃|R7-運&br;Lv3全↑&br;v1.04|
|ブラッドモナーク|水闇|デストロイヤー|140|110|100|18|1|器夜|魔神竜器海|爪&br;装飾|E|28|全域攻撃&br;兵士運搬&br;カブト割[50]&br;パリング[50]&br;|必殺増加[35]&br;特攻防御[75]&br;堅守体躯[65]&br;異常耐性&br;|乾坤一擲[125]&br;多段攻撃[2]|カブト割[1]||進撃|R8-冥&br;v1.04|
|ファルスケルビム|光|デストロイヤー|140|115|110|85|15|女魔器飛獣超|魔神蟲飛|獣装&br;装飾|E|32|防御支配[50]&br;城壁崩し[500]&br;カブト割[75]&br;全力攻撃[100]&br;|全域攻撃&br;堅守体躯[50]&br;特攻防御[60]&br;反撃耐性[80]&br;|巨人狩り[50]&br;地形無効|側面攻撃[5]|工業[20]|進撃|R8-楽&br;Lv3全↓&br;v1.04|
|アルカイックドラゴン|風|デストロイヤー|150|125|105|28|10|器竜雷飛超|神魔飛超|爪&br;獣装|E|30|竜の吐息[10]&br;超雷撃陣[12]&br;必殺増加[50]&br;心核穿ち[70]&br;|巨人狩り[70]&br;堅守体躯[50]&br;反撃耐性[70]&br;全域攻撃&br;|軍団弱体[20]&br;恐怖の瞳[40]|全力攻撃[5]|工業[8]|進撃|R8-創&br;v1.04|
|エーテルウィスプ|光|ヒーラー|90|11|18|20|14|女魔炎夜|男女|法衣&br;道具|S|3|削減治療&br;麻痺治療&br;専守防衛&br;平等治癒[8]&br;|リカバリ[20]&br;無形体躯[20]&br;解毒治療&br;器兵活性[15]&br;|バリアー[5]&br;終の奇跡[50]|バリアー[1]|医療[3]|防備|R2-幻&br;v1.04|
|ラビリンシー|土|ヒーラー|75|14|16|33|10|魔器||装飾&br;道具|S|6|城壁構築[100]&br;全体治癒[12]&br;奇襲警戒[16]&br;兵士運搬&br;|矮小体躯[65]&br;専守防衛&br;バリアー[2]&br;絶対治療&br;|対術結界[50]&br;砲撃結界[50]|バリアー[1]|医療[3]|防備|R3-造&br;v1.04|
|アルケフェアリー|風|ヒーラー|90|12|18|64|18|人女飛器|男器|鞭&br;装飾|S|7|遠隔攻撃&br;イベイド[70]&br;器兵支配[25]&br;全体治癒[20]&br;|トレハン[24]&br;雷撃放射[15]&br;戦意高揚[50]&br;矮小体躯[50]&br;|器兵指揮[20]&br;トレハン[12]|絶対治療|医療[3]|防備|R3-歴&br;v1.04|
|ヤーボドラゴン|火光|ヒーラー|110|25|36|24|12|器竜飛雷||爪&br;獣装|S|8|戦術補助[50]&br;器兵活性[16]&br;バリアー[5]&br;砲撃結界[40]&br;|対術結界[40]&br;絶対治療&br;専守防衛&br;全体治癒[12]&br;|標的後逸&br;竜の吐息[5]|絶対治療|医療[3]|防備|R3-歴&br;v1.04|
|クッキングママ|光|ヒーラー|100|1|36|32|6|女器||装飾&br;道具|S|10|専守防衛&br;行動増加[1]&br;バリアー[4]&br;女性弱体[15]&br;|トレハン[20]&br;異常耐性&br;グルメ魂[6]&br;グルメ魂[7]&br;|グルメ魂[8]&br;絶対治療|戦意高揚[20]|医療[3]|防備|R5-革&br;v1.04|
|キャンディハウス|光|ヒーラー|115|1|55|1|12|器||獣装&br;道具|B|16|師団活性[15]&br;絶対治療&br;行動増加[1]&br;専守防衛&br;|解毒治療&br;削減治療&br;戦術結界[30]&br;グルメ魂[8]&br;|グルメ魂[8]&br;遠隔無効|戦意高揚[20]|医療[3]|防備|R6-尾&br;v1.04|
|フォージドミニオン|光|ヒーラー|115|35|54|18|18|女神器飛雷|魔死毒|杖&br;法衣|D|20|対術吸収[35]&br;十字無効&br;平等治癒[26]&br;師団支配[24]&br;|専守防衛&br;異常耐性&br;絶対治療&br;次元障壁[40]&br;|バリアー[8]&br;軍団治癒[6]|絶対治療|医療[3]|防備|R7-運&br;v1.04|
|ファルスドミニオン|光|ヒーラー|125|48|72|24|20|女魔器飛雷超|魔神死毒|杖&br;法衣|E|28|対術吸収[50]&br;範囲無効&br;平等治癒[30]&br;師団支配[35]&br;|専守防衛&br;リバイブ[50]&br;絶対治療&br;次元障壁[60]&br;|バリアー[12]&br;軍団治癒[12]|絶対治療|医療[3]|防備|R8-楽&br;Lv3全↑&br;v1.04|
|BGCOLOR(#EFD):|||||||||||||||||||&br;|c
|ドラゴンパピー|風|ブレイダー|95|28|21|12|3|竜飛炎|樹氷|爪&br;獣装|S|3|竜の吐息[4]&br;竜鱗守護[40]&br;竜族活性[8]&br;氷霊弱体[6]&br;|多段攻撃[1]&br;イベイド[40]&br;&br;&br;|必殺増加[10]&br;遠隔攻撃|術撃放射[15]|魔術[8]|進撃|R2-空&br;v1.04|
|ドルガンソルジャー|土|ブレイダー|100|30|24|24|6|女竜騎|樹蟲|片手&br;盾|S|4|竜族活性[10]&br;パリング[20]&br;カブト割[15]&br;竜鱗守護[35]&br;|側面攻撃[6]&br;撃破金運[4]&br;トレハン[12]&br;反撃耐性[25]&br;|必殺増加[15]&br;全力攻撃[20]|攻撃布陣[10]|農業[12]|進撃|R2-闘&br;v1.04|
|ウィルムセイバー|火|ブレイダー|105|48|40|54|7|女竜飛騎炎|飛魔樹氷|片手&br;鎧|S|7|炎霊活性[14]&br;多段攻撃[2]&br;イベイド[60]&br;攻撃布陣[20]&br;|竜鱗守護[60]&br;火炎放射[12]&br;側面攻撃[5]&br;奇襲戦法[15]&br;|必殺増加[20]&br;確率追撃[50]|開幕砲弾[5]|魔術[12]|進撃|R3-竜&br;v1.04|
|アクアドラゴン|水|ブレイダー|120|64|66|15|10|竜飛海|人炎獣樹|爪&br;獣装|B|10|竜の吐息[8]&br;扇形攻撃&br;大水流陣[10]&br;竜鱗守護[60]&br;|攻撃弱体[20]&br;堅守体躯[40]&br;炎霊弱体[15]&br;多段攻撃[1]&br;|必殺増加[20]&br;追撃阻止[25]|竜鱗守護[15]|魔術[4]|進撃|R3-凶&br;v1.04|
|ブネ|火|ブレイダー|110|74|50|58|3|女魔竜飛炎夜|飛神氷|爪&br;鎧|A|11|多段攻撃[3]&br;致命必殺[80]&br;竜鱗守護[80]&br;イベイド[50]&br;|大火炎陣[12]&br;パリング[55]&br;側面攻撃[7]&br;特攻防御[50]&br;|必殺増加[20]&br;火炎砲弾[6]|カブト割[1]|魔術[8]|進撃|R4-英&br;v1.04|
|フェザーナイト|風|ブレイダー|110|61|40|65|11|女竜樹飛騎|飛獣樹蟲|両手&br;鎧|A|11|竜歌覚醒[10]&br;確率追撃[60]&br;イベイド[65]&br;パリング[40]&br;|特攻防御[60]&br;竜鱗守護[50]&br;側面攻撃[15]&br;多段攻撃[2]&br;|乾坤一擲[35]&br;攻撃指揮[15]|側面攻撃[5]|農業[12]|進撃|R4-賢&br;v1.04|
|華竜刀士|火|ブレイダー|110|72|53|36|8|女竜騎炎|魔竜獣器|両手&br;鎧|A|12|竜歌覚醒[10]&br;パリング[50]&br;カブト割[30]&br;確率追撃[100]&br;|攻撃布陣[30]&br;竜鱗守護[70]&br;必殺耐性[30]&br;前進防御&br;|集約攻撃&br;必殺増加[30]|必殺耐性[10]|軍事[3]|進撃|R5-王&br;v1.04|
|華竜忍者|闇|ブレイダー|105|68|32|72|12|女竜毒炎|男女男魔|片手&br;法衣|A|13|竜歌覚醒[10]&br;イベイド[65]&br;必殺増加[20]&br;竜鱗守護[60]&br;|反撃耐性[65]&br;側面攻撃[15]&br;トレハン[24]&br;確率追撃[100]&br;|闇雲攻撃&br;疾風迅雷[25]|イベイド[10]|商業[16]|進撃|R5-使&br;v1.04|
|クリスタルドラゴン|水|ブレイダー|120|89|70|40|18|竜神飛氷樹|炎獣魔死|爪&br;獣装|B|15|竜の吐息[10]&br;氷霊活性[24]&br;カブト割[45]&br;必殺耐性[45]&br;|パリング[70]&br;堅守体躯[30]&br;異常耐性&br;バリアー[5]&br;|師団弱体[20]&br;対術反射[50]|バリアー[1]|魔術[16]|進撃|R5-使&br;v1.04|
|海原の古竜|水|ブレイダー|130|102|76|12|12|竜飛海|魔神炎獣|爪&br;獣装|C|18|竜の吐息[12]&br;大水流陣[15]&br;竜鱗守護[100]&br;師団弱体[20]&br;|多段攻撃[4]&br;堅守体躯[50]&br;水属活性[25]&br;扇形攻撃&br;|水属指揮[10]&br;攻撃弱体[20]|竜鱗守護[15]|魔術[4]|進撃|R6-帝&br;v1.04|
|ウルクナイト|光|ブレイダー|120|85|86|48|10|女神竜飛騎|飛魔死|片手&br;盾|C|20|竜歌覚醒[10]&br;カブト割[25]&br;特攻防御[75]&br;竜鱗守護[80]&br;|側面攻撃[15]&br;竜族活性[20]&br;必殺増加[30]&br;致命必殺[60]&br;|ブロック[50]&br;戦術結界[35]|必殺増加[10]|軍事[3]|進撃|R7-真&br;v1.04|
|ウロボロス|光闇|ブレイダー|130|88|88|88|8|女神竜飛超|全|法衣&br;装飾|E|32|集約攻撃&br;致命必殺[88]&br;必殺増加[88]&br;確率追撃[88]&br;|堅守体躯[88]&br;パリング[88]&br;イベイド[88]&br;リカバリ[88]&br;|運命改変[88]&br;師団弱体[88]|リカバリ[5]|商業[24]|進撃|R8-創&br;v1.04|
|ドラゴニュート|風|ランサー|105|36|25|44|6|男竜飛騎|獣人海|斧槍&br;鎧|S|5|側面攻撃[9]&br;貫通攻撃&br;飛行活性[15]&br;必殺増加[20]&br;|奇襲戦法[11]&br;火炎放射[8]&br;竜鱗守護[50]&br;反撃耐性[50]&br;|速度布陣[10]&br;攻撃布陣[10]|速度布陣[10]|魔術[8]|乱戦|R2-闘&br;v1.04|
|ファイアドラゴン|火|ランサー|120|75|62|10|5|竜飛炎|人海氷獣樹|爪&br;獣装|B|10|竜の吐息[8]&br;大火炎陣[8]&br;竜鱗守護[60]&br;必殺増加[35]&br;|扇形攻撃&br;堅守体躯[40]&br;氷霊弱体[15]&br;確率追撃[50]&br;|樹霊弱体[20]&br;全力攻撃[50]|必殺増加[10]|魔術[4]|乱戦|R3-凶&br;v1.04|
|サラマンダー|火|ランサー|115|85|52|26|10|竜炎飛|海氷樹|爪&br;装飾|B|11|貫通攻撃&br;炎霊活性[20]&br;竜の吐息[8]&br;心核穿ち[25]&br;|無形体躯[35]&br;特攻防御[50]&br;氷霊弱体[15]&br;自爆結界[25]&br;|炎霊支配[10]&br;火炎砲弾[8]|大術撃陣[5]|魔術[16]|乱戦|R3-凶&br;v1.04|
|ウィルムジェネラル|火|ランサー|120|71|66|62|12|女竜飛騎炎|飛魔獣氷|斧槍&br;鎧|B|13|致命必殺[60]&br;必殺増加[25]&br;イベイド[75]&br;十字攻撃&br;|竜鱗守護[80]&br;大火炎陣[12]&br;特攻防御[50]&br;竜族活性[20]&br;|火炎砲弾[8]&br;確率追撃[100]|開幕砲弾[5]|軍事[3]|乱戦|R4-英&br;v1.04|
|シルバードラゴン|水|ランサー|125|95|85|25|15|竜飛海氷|炎樹死魔|爪&br;獣装|B|15|十字攻撃&br;大氷撃陣[15]&br;竜鱗守護[80]&br;対術障壁[99]&br;|凍結攻撃[50]&br;堅守体躯[40]&br;炎霊弱体[25]&br;自爆結界[35]&br;|氷撃砲弾[10]&br;師団弱体[20]|竜鱗守護[15]|魔術[16]|乱戦|R5-王&br;v1.04|
|煉獄の古竜|火|ランサー|130|101|72|11|12|竜炎飛|魔海氷獣|爪&br;獣装|C|18|竜の吐息[12]&br;大火炎陣[15]&br;竜鱗守護[100]&br;必殺増加[50]&br;|十字攻撃&br;堅守体躯[50]&br;火属活性[25]&br;カブト割[35]&br;|火属指揮[10]&br;防御弱体[20]|必殺増加[10]|魔術[4]|乱戦|R6-帝&br;v1.04|
|華竜騎士|土|ランサー|125|80|80|54|13|男竜騎炎雷|魔竜獣蟲|斧槍&br;獣装|C|19|十字攻撃&br;巨人狩り[50]&br;竜族活性[25]&br;師団指揮[10]&br;|竜鱗守護[80]&br;堅守体躯[30]&br;側面攻撃[12]&br;勇猛果敢&br;|カブト割[30]&br;多段攻撃[1]|師団活性[5]|軍事[3]|乱戦|R6-帝&br;v1.04|
|ジャバウォック|闇|ランサー|140|115|98|25|7|竜魔飛毒|神竜樹蟲|爪&br;獣装|E|28|カブト割[40]&br;超毒気陣[10]&br;多段攻撃[4]&br;狂奔の牙[14]&br;|竜鱗守護[120]&br;堅守体躯[60]&br;確率追撃[100]&br;異常耐性&br;|狂戦士化[35]&br;暴走攻撃[85]|カブト割[1]|魔術[4]|乱戦|R8-創&br;v1.04|
|邪竜ワイアーム|闇|ランサー|140|120|100|60|12|星竜飛毒氷|人魔神飛蟲海|爪&br;獣装|E|28|竜の吐息[13]&br;十字攻撃&br;大強酸陣[20]&br;竜王守護[100]&br;|虹の毒撃[15]&br;堅守体躯[65]&br;カブト割[45]&br;必殺増加[35]&br;|凍傷気流[25]&br;地形無効|カブト割[1]||乱戦|R8-冥&br;v1.04|
|ドルガンメイジ|土|シューター|100|36|24|35|12|女竜|樹氷|杖&br;道具|S|5|防御弱体[10]&br;竜鱗守護[30]&br;遠隔攻撃&br;竜族活性[10]&br;|竜の吐息[4]&br;全体治癒[8]&br;麻痺攻撃[2]&br;トレハン[12]&br;|呪の一撃&br;戦術補助[50]|術撃放射[15]|魔術[12]|計略|R2-闘&br;v1.04|
|ストームドラゴン|風|シューター|120|65|50|45|5|竜飛雷|人飛獣海|爪&br;獣装|B|10|竜の吐息[8]&br;確率追撃[100]&br;竜鱗守護[60]&br;イベイド[60]&br;|城壁崩し[200]&br;堅守体躯[40]&br;飛行支配[15]&br;遠隔無効&br;|兵士運搬&br;全力攻撃[50]|側面攻撃[5]|魔術[4]|計略|R3-凶&br;v1.04|
|フェザーサジタリス|風|シューター|110|63|32|65|10|女竜樹飛|飛魔蟲|射撃&br;装飾|A|12|竜歌覚醒[10]&br;致命必殺[100]&br;イベイド[70]&br;遠隔攻撃&br;|標的後逸&br;速度布陣[20]&br;必殺増加[25]&br;雷撃放射[25]&br;|飛行活性[20]&br;側面攻撃[20]|イベイド[10]|農業[16]|計略|R4-賢&br;v1.04|
|華竜弓士|水|シューター|115|68|36|48|8|女竜海炎|飛獣海死|射撃&br;法衣|A|13|竜歌覚醒[10]&br;攻撃支配[24]&br;イベイド[80]&br;遠隔攻撃&br;|解除攻撃&br;集約攻撃&br;確率追撃[150]&br;夜戦適応&br;|カブト割[25]&br;心核穿ち[25]|カブト割[1]|農業[16]|計略|R5-王&br;v1.04|
|大嵐の古竜|風|シューター|130|88|68|58|12|竜飛雷|飛獣海雷|爪&br;獣装|C|18|竜の吐息[12]&br;大雷撃陣[15]&br;竜鱗守護[100]&br;イベイド[70]&br;|全域攻撃&br;堅守体躯[50]&br;風属活性[25]&br;側面無効&br;|風属指揮[10]&br;速度支配[25]|側面攻撃[5]|魔術[8]|計略|R6-帝&br;v1.04|
|ウルクエンフォーサー|光|シューター|120|80|40|80|10|女神竜飛|飛獣竜魔死|射撃&br;装飾|B|20|竜歌覚醒[10]&br;多段攻撃[2]&br;イベイド[65]&br;次元斬撃[20]&br;|竜鱗守護[60]&br;心核穿ち[50]&br;竜族活性[20]&br;神術砲弾[8]&br;|竜族弱体[25]&br;側面攻撃[20]|心核穿ち[5]|農業[16]|計略|R7-真&br;v1.04|
|邪竜プーク|闇|シューター|130|92|70|48|9|星竜飛毒氷|人神樹獣海|爪&br;獣装|C|21|竜の吐息[8]&br;扇形攻撃&br;大毒気陣[12]&br;竜鱗守護[80]&br;|毒化攻撃[20]&br;堅守体躯[50]&br;カブト割[35]&br;必殺増加[25]&br;|凍傷気流[15]&br;兵士運搬|イベイド[10]||計略|R7-破&br;v1.04|
|アイアタル|水|シューター|135|100|86|18|9|竜飛氷超|魔竜炎樹|爪&br;獣装|C|23|大氷撃陣[22]&br;凍結攻撃[75]&br;竜の吐息[13]&br;氷霊支配[25]&br;|竜鱗守護[80]&br;堅守体躯[50]&br;カブト割[50]&br;十字攻撃&br;|凍傷気流[15]&br;強制異常[25]|カブト割[1]|魔術[4]|計略|R7-破&br;v1.04|
|コロッサルドラゴン|光|シューター|145|160|80|1|8|竜神器超|人魔飛死|射撃&br;装飾|D|26|竜の吐息[10]&br;神術砲弾[8]&br;カブト割[25]&br;次元斬撃[50]&br;|竜鱗守護[75]&br;堅守体躯[50]&br;自決自爆[60]&br;夜戦適応&br;|全域攻撃&br;巨人狩り[30]|開幕砲弾[5]|工業[8]|計略|R7-真&br;v1.04|
|ビッグバンドラゴン|闇|シューター|160|240|120|1|12|竜魔神器夜超|全|射撃&br;装飾|E|32|竜の吐息[15]&br;超魔術砲[8]&br;カブト割[35]&br;次元斬撃[60]&br;|竜鱗守護[100]&br;堅守体躯[60]&br;自決自爆[65]&br;日中適応&br;|軍団攻撃[2]&br;巨人狩り[50]|開幕砲弾[5]|工業[12]|計略|R8-創&br;v1.04|
|ウィルムドルイド|風|キャスター|95|36|30|12|16|男竜飛雷|飛氷|杖&br;法衣|S|6|火炎砲弾[3]&br;全体治癒[10]&br;対術結界[25]&br;竜鱗守護[35]&br;|大火炎陣[8]&br;遠隔攻撃&br;竜族活性[15]&br;解毒治療&br;|術式増幅[15]&br;削減治療|術撃放射[12]|魔術[12]|計略|R2-幻&br;v1.04|
|ウィルムサマナー|火|キャスター|100|64|25|30|14|女竜飛|樹氷飛|杖&br;獣装|S|7|戦術結界[25]&br;竜族活性[18]&br;遠隔攻撃&br;戦意高揚[25]&br;|竜鱗守護[30]&br;戦術補助[40]&br;大火炎陣[10]&br;砲撃結界[20]&br;|火炎砲弾[8]&br;兵士運搬|大術撃陣[5]|魔術[12]|計略|R3-竜&br;v1.04|
|フェザーミディアム|風|キャスター|105|56|32|60|14|女竜樹飛|飛魔死|杖&br;法衣|A|12|竜歌覚醒[10]&br;全体治癒[12]&br;イベイド[60]&br;専守防衛&br;|異常耐性&br;飛行活性[18]&br;砲撃結界[25]&br;大水流陣[12]&br;|戦意高揚[100]&br;側面無効|大術撃陣[5]|魔術[12]|計略|R4-賢&br;v1.04|
